features.20,features.30,classifier.5,classifier.6
0.14803051417525243,0.17369136008317465,0.17903582228642934,0.1783764649819901
0.155970464673434,0.18185206282623695,0.1826001988437766,0.1639466053663021
0.042747461398462416,0.06955665757567556,0.07032531383533297,0.06513982756461391
0.04515016927883433,0.06401413357518075,0.07765937753388795,0.0693701267099864
0.08109179541360985,0.10176947285156313,0.10345369355107092,0.10271376984190324
0.20668913921098392,0.253279010594975,0.2585073507089802,0.2520900235420224
0.21074576591579294,0.2332031034987974,0.22656392821574062,0.2237513779103584
0.2441728264069973,0.264832668238202,0.2538889653833103,0.25077659837520955
0.34632419561690286,0.35534340649026047,0.3536652400236747,0.349582571965476
0.18501640410936518,0.2298452221398938,0.22038335937098627,0.22109970314273025
0.2602500875754002,0.27184926499522877,0.2901078956448891,0.2838715047516265
0.19788616454933475,0.21627698953889843,0.22168701896749016,0.20988151591403903
0.1181323389334647,0.12296926184851162,0.11391311077315716,0.11159559344236493
0.28636509932142556,0.34736276353172935,0.34635044293827283,0.3364115378874791
0.13095645084016017,0.14577597519409852,0.15731056552158576,0.15262557065304758
0.3257442623593099,0.3644923084096246,0.3601127356689107,0.3349499803327454
0.06939441595265547,0.06552308380830682,0.05392205740531104,0.048819053827952236
0.2633033872675294,0.2870764160114601,0.29983239444221316,0.29913303545812964
0.17502068682008365,0.21903437701398715,0.21576543625855632,0.21042094973242303
0.3176651433448674,0.35390488132780396,0.3524727038995982,0.33764298152030664
0.14187913209752975,0.17917951951744737,0.18457119099853495,0.17644977225804426
0.29158858911668784,0.313592241360516,0.3045862729756302,0.3056266935794977
0.24164794804456863,0.2999130829029395,0.2796394202244522,0.2634151074353971
0.19713427217549997,0.2272961476706873,0.22860795796418018,0.22172840919119782
0.20279685295199157,0.2270174445322336,0.23375713845117685,0.2305518687024761
0.1085491636742151,0.12070710397308405,0.14231996056840082,0.13076626722686535
0.21984658927490347,0.3023862264974211,0.30417829090940723,0.2943724276520507
0.2633224793214723,0.31209017085261814,0.31045573933716086,0.29800280327093615
0.2301130880587815,0.26544276317748366,0.26281172413093884,0.2558039394072835
0.5714518111923618,0.5863357381531448,0.5834632701602177,0.5775381032600546
0.08105242485756745,0.10364472245674308,0.10095969490151709,0.10529135361815463
0.1700652832737963,0.21107517999355727,0.2153660619744056,0.2153967568892484
0.1932684777035986,0.2180064025984726,0.2367420807105252,0.2282349510165759
0.10816242624547683,0.12156551534076415,0.1408064144778193,0.12863552499308797
0.053097882227429546,0.06690357996532237,0.06259384047273653,0.06519484634037165
0.2072909218097787,0.2496821506593558,0.26055717240419934,0.2571465514236648
0.17763407813470453,0.21048514032164783,0.19579067099370698,0.19792880219250988
0.18733049740110783,0.21210331230077667,0.20792664766483518,0.19278285837247283
0.1958228227806622,0.25526771095952155,0.24173171820738384,0.23081626201862804
0.1538915578208461,0.1631131599952387,0.18291355226777042,0.17520718336820643
0.21956833045732954,0.23087942150587631,0.23547612636022056,0.22584849552461803
0.5140638959344321,0.53443413788926,0.5309276518350701,0.5241823037220443
0.0719464130251051,0.09558101197246688,0.0985825985381896,0.08831444432136124
0.595159143950449,0.6275345369391351,0.6257437530921586,0.6113264960581654
0.08359799464950088,0.10075701532938353,0.0970048606109703,0.07957616675283563
0.12037475264119955,0.16250722559304626,0.15455316527711152,0.14295782797322829
0.11422606004387618,0.15008498244081456,0.1335756388804717,0.12135806808522326
0.2134914423334157,0.23275236892716986,0.22799895937006778,0.23644287355551033
0.15171010838213117,0.17751249372246378,0.17634795539034895,0.16814273427240062
0.1787986698614343,0.22026835426223476,0.22025128968930177,0.20881533764756915
0.08254721809916535,0.10677172972252937,0.11080644162215687,0.0996831613450188
0.5212999299825538,0.5576508910444791,0.541264967449641,0.5346505828133158
0.12990132438300103,0.1336803674974937,0.15644091640705204,0.13222945346100673
0.10579004323141154,0.1420453915261513,0.15156468407679066,0.15606600696204867
0.17677815026545057,0.20977334502787998,0.2104544838185692,0.2085219823555112
0.20345598178043126,0.22113870680692796,0.2365062724663919,0.23372625992047005
0.30929677918099396,0.340667955549311,0.32595265688247477,0.3139987689419065
0.24560502635973278,0.25600795499455054,0.2684387928723274,0.25912287627862246
0.11195721144853225,0.10058248596308077,0.11338671486727346,0.10158721249815712
0.1193873705984369,0.14030839551209706,0.15567272204868585,0.14495032271186375
0.19917779334773064,0.21816495699390576,0.22131853024394188,0.22033345794248207
0.12157873145529717,0.13477630907641477,0.13857254585664583,0.12045550711865124
0.18143025485387257,0.20266196137457823,0.20096658326647043,0.18698508760960234
0.2211592371020792,0.30829567771418676,0.2845536643216578,0.29208405070239574
0.10939302725382165,0.14143947848404761,0.14247570470279394,0.14133590337306418
0.1623924849972857,0.20371290847607001,0.19795018097856648,0.18675511159188116
0.03452072737538633,0.040968600311505766,0.04888471026738262,0.05829849292966221
0.09560703848832988,0.08762622383360189,0.11877343221063098,0.11426798539909204
0.14987503808067806,0.18641313040749602,0.1932944490893734,0.19470710472896918
0.18261898090072382,0.18451750016811755,0.19093555570964776,0.18398964035405224
0.27462190722120794,0.28894397804467015,0.28780407964852056,0.28479223967317535
0.15090594355797007,0.15252692734797765,0.1597246201440175,0.15485083060299434
0.20067200394316886,0.23582933611234533,0.2422111705662457,0.24299939342219934
0.5346564554906029,0.5612252609822107,0.5625329305404324,0.5496107151922219
0.1177248063646701,0.12005370012644676,0.12659005952708766,0.12691078577862583
0.21132250672049427,0.22050596441365006,0.21869067158365976,0.2110524997258494
0.1063959744725559,0.12412280176969817,0.1358485835787416,0.12719062338523
0.2929272101424006,0.309278720496593,0.3066560387912592,0.29104292410747673
0.35384372986793927,0.42272098226696925,0.42602609632444993,0.4348866648645548
0.16311161011138697,0.1874777005641561,0.19146487441371043,0.1873965657651481
0.31859303101484765,0.3344668095381968,0.3433430864694743,0.3372592490804453
0.21327258168581342,0.23794575010559915,0.24004530011566225,0.22340389847848724
0.18583927935311367,0.2219287568707433,0.2233173455622035,0.22283777999659163
0.12270642950458849,0.1435726823160961,0.1474360760694407,0.14317345259127295
0.1805401454653832,0.2212144517630453,0.21288279446795527,0.2018346335210581
0.25192923226171093,0.2641550307045404,0.24761642636162293,0.2483953919307658
0.1397295907690857,0.1382483811895403,0.13420575210676744,0.12391586940609398
0.20443234053524065,0.21601722855449668,0.234936569668913,0.22901285594880064
0.0010159028476854908,0.015503156414803605,0.01728613653579738,0.02622100183179797
0.1472692864712542,0.18811043471468933,0.18714773801836876,0.17573262435494594
0.2583866344938655,0.26997427185474376,0.2787125960806194,0.2699913277708593
0.11443761414131041,0.1478678954896042,0.15350584613398052,0.13532155559755119
0.2530632861906025,0.3230584920242102,0.3206397591495578,0.31692847416223835
0.19146789832072716,0.23403836821960985,0.22803929705675718,0.22100653283294452
0.4909508190758463,0.5068597078304887,0.5025102151616129,0.49890453507646154
0.1398209087297917,0.16406683463568947,0.15080386386478303,0.14761384967194777
0.28183518316620226,0.2916454099268008,0.28835298336595866,0.2928097640402834
0.3824933873712796,0.4548361008096816,0.4572570363590041,0.4630268196712415
0.08580900259226089,0.10965260804351486,0.10365775398343,0.08759087693173633
0.323380764324477,0.3710332088284261,0.3621336682726463,0.34818048407817875
0.15533177062755485,0.14289832456561555,0.16520663908097652,0.14262128358901974
0.5424058894770483,0.5844604518338763,0.576886328988298,0.5734576271722182
0.1556482664988364,0.17835147382099736,0.17967481587998127,0.17032355492579618
0.1986079075981938,0.20882982634097694,0.22873649157882867,0.20846153065414888
0.08861033159544876,0.0901125227226577,0.09945883874529478,0.09129459293740931
0.22479818861361217,0.25093477466236896,0.2510794080505284,0.23641697194774175
0.13222462307879304,0.14186160837492853,0.14528451305064857,0.13896211683183976
0.21585837652557813,0.23183612403055162,0.23294554375845647,0.23133595253661587
0.2528625284746398,0.27281477472933313,0.27999817599995463,0.27089483957148913
0.08144778635986469,0.09885564202170367,0.09201936027527757,0.08618436753886084
0.12124416472725903,0.136101769803213,0.130339079669736,0.1244856556303018
0.10100229673212736,0.12326036949324468,0.13110086995251255,0.13489511293888842
0.30286140277458684,0.33004144320188755,0.3246039811025806,0.3204952286232329
0.08930756580578843,0.09382355726276685,0.10827047161784459,0.09341924285080411
0.3861550321833491,0.4566031376007628,0.43890455807186485,0.430098897844873
0.13085444229792587,0.15466435518750551,0.15776636109639028,0.1405124027411647
0.15680155704946327,0.1861371164980608,0.19044738946098452,0.1860354290799542
0.13404231970780706,0.14195826709812473,0.14006030194875324,0.1420717112629016
0.23252655416013623,0.2492455725497035,0.28703987652656543,0.2567564708837796
0.48792224605023493,0.5033031857734406,0.4853227068370151,0.4820067940672778
0.21621148947047994,0.2347261706293184,0.24873950314802643,0.23353781499355894
0.09376959229514496,0.10664863745105485,0.10708365389658167,0.10543148392229211
0.052903013403322804,0.0943484272769504,0.10082633777523027,0.1059257675356827
0.06815587691846316,0.04501193605365456,0.04943906326592745,0.044892830612213296
0.24223446332717932,0.28757843155202134,0.2900371117137035,0.2796550257765935
0.09076447359798305,0.107407602331016,0.10217787169548743,0.1016882277983528
0.2322240431956286,0.2666235758893841,0.2789944204859885,0.26725089507702526
0.3064209506624948,0.34379519619804777,0.33246862273479316,0.3235420209543498
0.24580956365778753,0.26175291065956185,0.2603395230436943,0.2502360449228164
0.05743215417636813,0.06142552287102213,0.0698412978026677,0.06022093589914589
0.44660035542884885,0.4909849369099249,0.48398108605567663,0.4781945099286666
0.32054752157044447,0.3460186116195804,0.34723311251572964,0.3296504838638846
0.23993168594487604,0.2599506392151408,0.26269258242689913,0.24212134421249568
0.2884096720736075,0.3419177208170873,0.32734368955463367,0.3044649437216537
0.21662869199299709,0.24354118276022463,0.24767910292436043,0.23304702050265586
0.28860864813095544,0.2981333829106026,0.2903527611809584,0.2845337116886881
0.1421823447818957,0.17801419556643935,0.17967375592817628,0.17799075242748266
0.07136853354557456,0.07642077341784694,0.08890911473889473,0.09039902700179758
0.2878574742091777,0.3493512274870154,0.33739440722344294,0.3467070918258685
0.10043071138412485,0.09942615165183977,0.11188464720276096,0.09680790164622977
0.1203486809446586,0.14211459172168175,0.13091789309068547,0.12605189534004244
0.34179829569399833,0.3499972301458891,0.35013953283036453,0.34932457640539977
0.2618332057553637,0.2864957255210796,0.2853650927054434,0.2852430732650636
0.021838960921099257,0.020631503045302615,0.020738237482635768,0.0070095910467353716
0.16697714670992156,0.18687482712902564,0.19226825342944528,0.19086519389119325
0.5540803455336814,0.5798858382386721,0.5794189454660935,0.5738308757685127
0.090253513555807,0.11124419038248196,0.10699963355521198,0.10985297605320472
0.07195199012760246,0.09201130246299946,0.10680091681016032,0.10150432492564691
0.06467630080146064,0.0784052038741753,0.08206907916870278,0.076874920863524
0.11370815646797748,0.10481252616931867,0.10782544295070273,0.08651912823390007
0.27544697894177445,0.30452856406817863,0.29193800664418684,0.283929088927547
0.15912547376890424,0.1739080887272053,0.18814730873703675,0.1916074627881067
-0.0002758120849882876,0.024056535693436944,0.02489759431908313,0.028650914381792902
0.24168662070399693,0.27647838238757,0.2741545875859425,0.2656669596576727
0.21586314882313118,0.2356638575698366,0.2667852421060485,0.2423942409863232
0.11981208747675912,0.1216086560664302,0.13486588481474607,0.12202301080288205
0.20825348282841716,0.2250520472211077,0.2276745295420745,0.2292508680352163
0.2066300786278611,0.22655715148467223,0.23406978563173053,0.22032011666380963
0.12535066108317758,0.16975391188722092,0.1713005968453286,0.1684296559355522
