layer1.1.conv1,layer2.3.conv2,layer3.5.conv3,layer4.2.conv3,avgpool
0.12028717317976631,0.11642577799652264,0.08878151426020975,0.07993319848913605,0.1228855449967823
0.15796236657006196,0.12921501543707636,0.10943683484299127,0.07513485476532969,0.1340908251352528
0.03492813195033952,0.03475158221000875,0.05916106098449594,0.05755643853347,0.11448656470155469
0.029876537315686742,0.018164048779029204,0.04231656797130408,0.031065091375878658,0.04953308140519453
0.08919290033069945,0.07440717527561222,0.07594522668742647,0.07122058512175897,0.07321967296752149
0.20868298192674345,0.14933832135975908,0.14161365405353613,0.16585733957003923,0.22148367435819533
0.18228774886974275,0.15022767860253744,0.16638172768618606,0.1623929900882192,0.15403162809302817
0.21340854163050818,0.17702510332917884,0.18126309616422276,0.1571681762478763,0.1905168776511527
0.32052867955699516,0.2768157765532717,0.27495500227172026,0.2749143646947733,0.22914197175487475
0.19836528113014634,0.13229676116822575,0.1134406042733527,0.10682839582366159,0.13788558201676399
0.22932167232023046,0.15543300110055944,0.16443185693854379,0.14138524013091405,0.2169380989149227
0.18062568726174344,0.13042287629888227,0.14454394441172982,0.14999280871455084,0.1633666551215747
0.1051541373588603,0.09132762057746122,0.08965940543715972,0.08111262466576691,0.11388590631226612
0.28295352562749426,0.23321597346477566,0.2043109333594329,0.20355156804441654,0.27265958966702997
0.12923574881013639,0.0830878614135618,0.07458900216919893,0.05241741817798513,0.13306416418108385
0.2731038358380857,0.24700418599806406,0.23400139013049118,0.20438249453512006,0.21707700850061598
0.07199938505505286,0.06554453042932923,0.07224618463926503,0.056184794428350296,0.05487854560485045
0.2502871152916315,0.20364811506419442,0.20113799703264001,0.1767968645025338,0.21666224783025126
0.16751983897102035,0.15853953666556403,0.1578477488062033,0.15195874028118506,0.17644842882766318
0.3030694816299965,0.22527484662030609,0.20652004515712769,0.21239487788398154,0.28786020525707456
0.16205798086022133,0.14231825801752904,0.13450646709918584,0.10636289262769474,0.14274523930702876
0.26273131245758824,0.22838452374152737,0.24230251256309887,0.21318744228925232,0.2427732155035212
0.21906423224030008,0.17985266132842131,0.1306201406409471,0.14805278436468042,0.2193710524869189
0.19399795450247237,0.16833604361950175,0.1625054229183251,0.11767740438361667,0.17815976933174044
0.21101575086727414,0.17813143239889578,0.17632376486992724,0.1416812553168149,0.19881264683090685
0.10519256992693611,0.06871780626014483,0.057896016801070364,0.07095005052382633,0.10523800705117996
0.18390437667542578,0.16785675022640537,0.17639406844393585,0.16404923037372784,0.24107489809440466
0.2261466331780934,0.23101344292054368,0.23352533999815042,0.22831601083425454,0.22271451022464175
0.21070743211457196,0.18301338280759633,0.18081985214670016,0.17584879036026585,0.17650066179153898
0.5400969433041601,0.49610092226021174,0.4520143047360921,0.42842952218242436,0.4164436324628991
0.09941462381311962,0.07072768092712169,0.05907561996200731,0.04383134131503912,0.07494837647023024
0.15015810648217914,0.09371102741456402,0.09485616036681917,0.09339309342591494,0.1118048771032257
0.20012160823152914,0.1481608594711922,0.1176222742366743,0.14537316424985774,0.18897035602835607
0.10244051031569663,0.034318559377838675,0.03701370388440596,0.06586887084253631,0.10425193716591352
0.040674380330352235,0.04075650521109927,0.05688958041682261,0.04998541156234486,0.05670617151137093
0.18029141695262726,0.18547571501576857,0.19732097520505998,0.18065883923363069,0.21756949900574674
0.1601846266382801,0.1585341294594879,0.15418581935155345,0.14255291992210817,0.17203545516465082
0.20996367211215763,0.1312094466128761,0.10869520341576507,0.10605826893295088,0.16209121995864162
0.1884420638756016,0.16584761286980276,0.13372865265872882,0.12609752196164745,0.1723869378482725
0.16122548639781756,0.11954883335125294,0.10452439130377483,0.12064550825421891,0.15858854968134511
0.20418829756781431,0.193228522600354,0.1807353399990142,0.1426816928096237,0.18978472187429501
0.49891101762068896,0.4442451236711123,0.4012447081748797,0.3730440223898463,0.41393803184669986
0.0927722076773731,0.06132574786507207,0.060724960468996114,0.06053655355356892,0.10943086431472182
0.5803911056429834,0.5551997658796239,0.5555753277861551,0.5157281652711668,0.5365497914352745
0.07901286527659876,0.058777477253439236,0.06613903499095693,0.059800665145619894,0.07726324001292166
0.15454216376168867,0.12043188547274816,0.10228688349671256,0.08642731518808631,0.09511909066049976
0.11080270679746752,0.09520255632386111,0.08674515956279515,0.07841682497008749,0.12288452214292545
0.18918658587914036,0.1901961930664975,0.1953960694296588,0.1913738858367995,0.18302858724365623
0.14897476752610192,0.1262040027385223,0.11220409465461141,0.09260954102842259,0.13845446958218288
0.2099841428318843,0.15239760692750565,0.1115697767924628,0.10667238274742749,0.16674142488973206
0.08755491038451062,0.07439563114942979,0.10069398318424826,0.08507010459218135,0.10481484006872109
0.49825308655960354,0.4556341521018069,0.39638042896677667,0.3859909934662671,0.41130646648431124
0.1454464456582683,0.09562184373444392,0.09211796186644587,0.07559470759999798,0.11148744677040902
0.08974942615369444,0.06851877030360713,0.06191351509733079,0.057919241250906583,0.1280749477817181
0.2028822895998963,0.16148283597147786,0.13320277688729237,0.11448427310440856,0.16318082656575925
0.22128917943977766,0.17860439144454623,0.1708925207493433,0.14843650039308753,0.2022287293037899
0.30382840389304083,0.2494158282405227,0.2503600557925136,0.2447427383449782,0.24819067733091382
0.248955890684397,0.1608823394810517,0.14486505071636216,0.17003222250017527,0.22129715168377917
0.08870302511019225,0.048612683654185335,0.06450073737790951,0.09018407238234762,0.1243547496669475
0.11165022638238718,0.07600691662315327,0.06195240865260035,0.06237037936843778,0.14521501360153052
0.21561434988927036,0.17399254180086823,0.17366962362168167,0.14044553686524572,0.1999330788970098
0.09491080648015926,0.07310248663742128,0.06378275793486819,0.042435698809849015,0.10301418658924989
0.2104837949896248,0.12320967408356949,0.10512175227742435,0.10726714977487116,0.15761660568842192
0.20856668637299677,0.19936382595799837,0.16541148837819622,0.16327734562988708,0.1926190177462717
0.1528116566521015,0.10158931062844348,0.08256226022097968,0.08862841377899375,0.11177510335259296
0.1464473951115147,0.14443156927610695,0.13427289519247204,0.11737466383596085,0.13449022082656284
0.05761584287249646,0.04682932731428302,0.041974121393447465,0.032715861749525156,0.05070228155762165
0.09062712692438246,0.05057190803691572,0.04756731640243278,0.11087896685931944,0.10825953880310174
0.1624323009408219,0.15111091948235186,0.14675628565351076,0.13944980389652759,0.15137329154206924
0.2018898497049735,0.1823068777408987,0.1732533568304544,0.1527086306488492,0.18329788882890022
0.25849231233085723,0.22517578784347178,0.1959840864507376,0.17556664401765104,0.22680443663019034
0.16362947918490653,0.13820593254060054,0.1310287842673749,0.12583828243267672,0.18604896473107144
0.2209049475014219,0.11968839555263922,0.11625761551951286,0.12565728472369977,0.20216901842270382
0.5342027260475886,0.4967943114621806,0.48309074155266357,0.4626679514127125,0.47042813295820163
0.11023818316312235,0.11286031812008714,0.1057198823607646,0.1025827647131526,0.06620545371817475
0.2011192549515479,0.18346574933452361,0.18126688821838235,0.13252563606140888,0.19325546501451307
0.10998742571958019,0.08412816705172779,0.06419903845996727,0.0729771568002064,0.08366755923619078
0.23560369918877883,0.2590334149076305,0.24736561971289728,0.24139830236595233,0.23805138791835992
0.37843436280158194,0.29962844579801595,0.3499866128693035,0.3062957849283856,0.35353820297073796
0.17173924116401598,0.15488764306545966,0.13858419543111986,0.1368783426078107,0.15476632273532773
0.28040353901702136,0.27614924634207033,0.25149591314898595,0.23359227320362896,0.2543561127342511
0.2047192907763735,0.1717482180829096,0.15175238567207897,0.1582281161756573,0.18540618225451974
0.20866604019892768,0.16004373282234938,0.13096285485778947,0.11578796400011794,0.16247140284118652
0.1230153126173741,0.09174874143169934,0.08180852035273999,0.04404547383052881,0.09305919072375785
0.16211672470562438,0.15502562136707276,0.15205103074367185,0.13512629426724318,0.1554342321349159
0.24262126864370523,0.19931635577698595,0.19482183968610853,0.19335243921190265,0.19696828887591267
0.1423835501596775,0.08771028773990831,0.06859096421953512,0.06671564677166479,0.1301557971969529
0.21054345443091005,0.15968842808855732,0.1265887596574817,0.15550369460782204,0.20785678874689753
0.024022472673975816,-0.011771425130429478,-0.005656971122510334,-0.009851758753353554,0.06171519814843292
0.1536114185959883,0.136512576052403,0.14225257473611447,0.12040050203927138,0.1346401898360731
0.22016908185369571,0.2077628720174126,0.21205214803658642,0.2169118374637724,0.19220844133522036
0.1098221357422557,0.09376020512258239,0.12716793250301828,0.09558472440305725,0.08117231996053238
0.2344116031927325,0.21383803213081964,0.21117385963933125,0.20177791099236464,0.2526727678247775
0.16251834249265507,0.13959224592063615,0.13465498238212298,0.13552255577192526,0.14901596831816008
0.46756062414693045,0.41376824512527866,0.3741612838316248,0.36323934231391947,0.38847964946749086
0.14558209627304808,0.09517087022289662,0.07460502799600771,0.07752336280710885,0.12610039876841814
0.26970873451562977,0.24184836188989822,0.24679362968278495,0.23531812375511438,0.25959557005975636
0.3884672992870643,0.3369193105915736,0.3869603849144614,0.3545181509445964,0.37083237991449325
0.09561377383300497,0.04918196369860858,0.06172386173550695,0.06513905235244533,0.09275104487815466
0.30336549863078033,0.2636675311580042,0.24457681536978992,0.2293232380233379,0.25579476191531036
0.14642780324167776,0.1299738481374472,0.13115857329115108,0.1285228670328629,0.18139298588910885
0.5061019399333508,0.4731130008958935,0.508611120736837,0.4681759934424299,0.4797531417524813
0.16178065499005317,0.1398036860264959,0.1617307100467412,0.14570543831966434,0.16836396268355663
