Mixed_5c.branch1x1.conv,Conv2d_4a_3x3.conv,Mixed_6b.branch1x1.conv,Mixed_6c.branch7x7_2.conv,Mixed_7c.branch_pool.conv,avgpool
0.1208560779534553,0.08414873857345961,0.11950719438724543,0.12372610984687102,0.12722464466592442,0.10707185022574801
0.15668962797376007,0.13486408918059958,0.1578096901961115,0.16996773170627627,0.14845854266574485,0.12178402227523076
0.03053259713855104,0.04200583876406633,0.04436771761864374,0.06590912199639506,0.04268101383339192,0.04535622687852547
0.024702533584945202,0.007420908859380991,0.019165570666440906,0.05330190989590302,0.024310339601025965,0.028937879444932785
0.095353635942937,0.08031508663953034,0.08360641369578732,0.10227141307553234,0.07949456705007853,0.04255176047659329
0.1984225237255676,0.19198047436727556,0.18829082719892123,0.19174748676829198,0.1681348219750943,0.16840988275358657
0.16154353945797267,0.14172634858671784,0.18239420250833097,0.20298371124296027,0.1465434281084149,0.12188983034081262
0.20770205668790778,0.16212536023362215,0.21363522908000776,0.21874007962717976,0.20866970744943006,0.19033703948196182
0.299983862557172,0.2833924854943744,0.3251667249433999,0.3383340259330846,0.2850746602145904,0.2409935353522864
0.12798324261552618,0.15730543184405088,0.11522666563633538,0.12100945863308257,0.11876243891923748,0.11855141977456636
0.22597173549647495,0.23731196089695583,0.22847914389160381,0.250307468261874,0.21375552433340064,0.16393427179229483
0.16299948372084802,0.1437321261060536,0.17402797753483618,0.20335822518279847,0.1648141463967734,0.1430444030354918
0.1367761794974458,0.11433530890273405,0.12306272629462622,0.12013806869941282,0.10902870983979893,0.09591279093127345
0.23866684983201025,0.20374879848515035,0.22840115556406318,0.2198822031892283,0.2093102318019235,0.19711898762800395
0.07975524417774693,0.10486159164439682,0.06408314720165328,0.09539677983762854,0.11385456341906038,0.08577070870758502
0.29056393210193077,0.2234814728097022,0.31206787203820474,0.3147365804750595,0.26657281261557303,0.2497857460930191
0.05797100766677711,0.07838967451824208,0.0650518609417136,0.04771574420597316,0.05260502323574595,0.029669563873108692
0.2534201878297991,0.2425503359504095,0.25234225867617843,0.27706990297978956,0.24578914744008656,0.2095612256637956
0.17875440363401474,0.15393063390744297,0.18491359943355648,0.19962532560296453,0.2022048081052565,0.1641886290327036
0.3017483130274647,0.2943154637626639,0.29238803953003323,0.31101059728690517,0.26526436901994754,0.23943886644215812
0.15581999674632485,0.13937388472741566,0.144649668063134,0.16239489389992098,0.17128592594937328,0.1394364464281093
0.2549917068193533,0.20505152571777116,0.2668038622662352,0.26300385151937206,0.2429182401437645,0.2234180672593573
0.22582985820259005,0.16601326933297086,0.2229738756365986,0.25360519889968963,0.21234293380816807,0.17706403213570102
0.18141857081415988,0.1679511417565385,0.18299669642459304,0.20134924630771292,0.17397209328781968,0.14509695508021317
0.20169932070171329,0.1710832742368011,0.20327019556354572,0.20984807496563632,0.16997603761416455,0.1711757731480933
0.08235206325100182,0.098896470934309,0.07172830621126461,0.11694695936270288,0.09322728115681772,0.0901582361024653
0.21982421786172798,0.14358237129426715,0.2227180050340869,0.22486933039408152,0.21938269486041798,0.20068072777458446
0.2716047295073866,0.18684265817177861,0.289924901624683,0.2867965394061588,0.2664508455213622,0.24298066716023772
0.1898308493085356,0.15225220433575293,0.2052498083269213,0.22973414431683284,0.18462877400949482,0.14538794274185843
0.4737629532743424,0.45843908162772845,0.46458360865995874,0.438730718504709,0.3551723830407538,0.32774403296383203
0.0833930658667852,0.08945621439680941,0.07017800126446941,0.08772870092474826,0.05067891852046959,0.023361541000216608
0.10926805258846761,0.08622243685637378,0.1370301174540639,0.1560485801754594,0.10682078724406047,0.09868918017559833
0.13657558178254728,0.14440263188687041,0.14275389060149704,0.13620698897743588,0.12469519944223448,0.10717983927986857
0.06260640245205115,0.07619835220079565,0.06755560526870401,0.0997239543259656,0.09312534132495143,0.06244090771916891
0.030989062524564487,0.042529623102407856,0.05655440691120478,0.055672168788241085,0.04494483676626311,0.035230903293581674
0.21873148543750395,0.170081921066664,0.2295621171790951,0.2384847774081536,0.22299190921944292,0.2132534747222528
0.17829579375381888,0.14843725621294812,0.1734255093690486,0.17727186657453403,0.14766860078010832,0.14331498303664053
0.12270754263333639,0.15235020509273098,0.1131060437426324,0.10254019964301873,0.08878564144692008,0.089235437870655
0.181111893225022,0.10874600486230826,0.18886998471679312,0.18964246255106793,0.16381631429539953,0.151235607813153
0.11201055456406472,0.11011143663621699,0.1112935620220294,0.1009844009474603,0.09293072391563884,0.04685539101732953
0.2096196567751317,0.2146929819541724,0.20480487455497312,0.20606274260827867,0.17196349629131735,0.14130853464292162
0.4515979840900112,0.42684776959259946,0.4374003588997986,0.44191721911215637,0.3635123568801578,0.32606676358835107
0.07401202359491303,0.078763542995225,0.07458772851973192,0.0710906631555327,0.09121213301423058,0.07048220495940745
0.5491567376472097,0.5035226631720875,0.5576819331552549,0.49936637214016594,0.4303578811894864,0.4180895728635516
0.07242956131724558,0.08671587946264848,0.07942528055123925,0.06938406588109369,0.057210992130633596,0.032555498863916135
0.1302450345006871,0.10217488318899383,0.1292637822306355,0.14097261841585337,0.12877340810625706,0.10035972272324413
0.10141404882789887,0.11068292734912522,0.10117614731164168,0.10758789086635195,0.07225328781383854,0.056976178874906455
